University of Nebraska-Lincoln Police,_unnamed,_unnamed_2,_unnamed_3,_unnamed_4,_unnamed_5,_unnamed_6,_unnamed_7,_unnamed_8,_unnamed_9,_unnamed_10
17003146,ALCOHOL - DRUNK,8/26/2017 1:49,Closed - Cleared by Arrest-Adult,8/26/2017 1:49,,N/A,Q ST & N 9TH ST (SIDEWALK),$0.00,$0.00,Non affiliate was contacted for intoxication and refused to comply with officers. Party was cited lodged for fail to comply and also had an active warrant. (refused PBT)
17003150,TRESPASSING,8/26/2017 3:14,Closed - Cleared by Arrest-Adult,8/26/2017 3:14,,Memorial Stadium,"1100 T St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,"3 non-affiliates were contacted for trespassing in Memorial Stadium. All were found to be under 21 and had been consuming alcohol. All parties cited for Trespassing and MIP-C. (BACs .110, .114, .119)"
17003156,DISTURBANCE - OTHER,8/26/2017 16:17,Closed - Inactive,8/25/2017 0:55,,Delta Upsilon,1548 Vine St (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,Student reported receiving disturbing emails.
17003157,VANDALISM - OTHER,8/26/2017 16:20,Closed - Inactive,8/26/2017 3:45,8/26/2017 3:45,Sigma Chi,1510 Vine St (GOV'T PARKING LOT (UNL)),$0.00,$0.00,Student reported vandalism to their vehicle.
17003142,SS - CHECK WELFARE OF PERSON,8/26/2017 20:41,Closed - Cleared by Exception,8/26/2017 20:41,,Smith Hall,1120 N 14th St (UNL RESIDENCE HALL),$0.00,$0.00,Check welfare on student
17003160,ALCOHOL - MINOR IN POSSESSION,8/26/2017 22:26,Closed - Cleared by Arrest-Adult,8/26/2017 22:26,,The Robert E. Knoll Residential Center,440 N 17th St (UNL RESIDENCE HALL),$0.00,$0.00,University student was contacted for intoxication and cited for MIP-C and released to a sober party. (refused PBT)
17003159,TRAFFIC - SUSPENDED DRIVER,8/26/2017 22:33,Closed - Cleared by Arrest-Adult,8/26/2017 22:33,,N/A,N ANTELOPE VALLEY PKWY & Salt Creek RDWY (STREET),$0.00,$0.00,Non-affiliate was contacted on a traffic stop and found to be suspended. Driver cited/released for Taillight Violation and DUS.
17003161,MEDICAL EMERGENCY,8/26/2017 22:44,Closed - Inactive,8/26/2017 22:44,,University Suites,1780 R St (UNL RESIDENCE HALL),$0.00,$0.00,UPD dispatched to a check welfare of an intoxicated female. LFR was summoned due to intoxication level and party transported for further treatment.
17003191,ALCOHOL - BUY/PROCURE FOR MINORS,8/26/2017 22:44,Closed - Cleared by Arrest-Adult,8/26/2017 22:44,,N/A,107 F Street (SINGLE FAMILY – off campus),$0.00,$0.00,Officers contacted an off-campus house in reference to a party where underage drinking was taking place. Investigation continues.
17003167,MEDICAL EMERGENCY,8/26/2017 23:52,Closed - Non-Criminal Case,8/26/2017 23:47,8/26/2017 23:50,N/A,N 11TH ST & Q ST (SIDEWALK),$0.00,$0.00,UPD employee suffered minor injury while apprehending a subject.
17003163,ASSAULT - OF POLICE OFFICER,8/27/2017 0:00,Closed - Cleared by Arrest-Adult,8/27/2017 0:00,,N/A,N 11TH ST & Q ST (STREET),$0.00,$0.00,Officer reported being assaulted while attempting to place an individual in custody. The individual was ultimately placed into custody and cited/lodged for Assault on a Police Officer.
17003165,SS - CHECK WELFARE OF PERSON,8/27/2017 0:38,Closed - Non-Criminal Case,8/27/2017 0:38,8/27/2017 0:38,University Suites,1780 R St (UNL RESIDENCE HALL),$0.00,$0.00,A check welfare was conducted by UPD of a University of Nebraska student who was making some concerning statements. The student was ultimately found not to be a danger to themselves or others at this time.
17003162,ALCOHOL - DWI,8/27/2017 1:17,Closed - Cleared by Arrest-Adult,8/26/2017 23:27,,N/A,N 12TH ST & Q ST (STREET),$0.00,$0.00,"A vehicle was stopped for a traffic violation near N. 11th and Q St. The non-affiliate driver was cited/released for DUI Second Offense, Resisting Arrest, Refuse Preliminary Breath Test, Open Container and No Headlights After Dark. The driver was cited/lodged for Assault on a Police Officer under another case number."
17003169,LARCENY - FROM BUILDING,8/27/2017 12:40,Closed - Non-Criminal Case,8/26/2017 22:00,8/26/2017 22:46,Mary Riepma Ross Media Arts Center-Van Brunt Visit,"313 N 13th St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Non UNL affiliate reported their purse stolen
17003170,ALCOHOL - DRUNK,8/27/2017 13:49,Closed - Non-Criminal Case,8/27/2017 13:30,8/27/2017 13:35,Westbrook Music Building,1104 R St (SIDEWALK),$0.00,$0.00,Non affiliate taken to The Bridge with a .322 BAC
17003171,DEATH - SUICIDE,8/27/2017 14:06,Closed - Non-Criminal Case,,,The Robert E. Knoll Residential Center,440 N 17th St (UNL RESIDENCE HALL),$0.00,$0.00,Death of student.
17003172,ACCIDENTS - P.D. H&R NOT REPORTABLE,8/27/2017 14:54,Closed - Inactive,8/18/2017 13:00,8/27/2017 14:45,19th/Vine Parking Garage,1830 Vine St (GOV'T PARKING GARAGE (UNL)),$0.00,$750.00,Student reported hit and run accident
17003174,LARCENY - STOLEN BIKE,8/27/2017 17:06,Closed - Inactive,8/27/2017 2:00,8/27/2017 17:00,Smith Hall,1120 N 14th St (SIDEWALK),$380.00,$0.00,Student reported their bike stolen.
17003175,ACCIDENTS - P.D. H&R NOT REPORTABLE,8/27/2017 17:20,Closed - Inactive,8/19/2017 14:25,8/27/2017 17:20,17th & R Parking Garage,300 N 17th St (GOV'T PARKING GARAGE (UNL)),$0.00,$200.00,Student reported hit and run accident.
17003176,LARCENY - FROM BUILDING,8/27/2017 17:44,Closed - Inactive,8/27/2017 1:15,8/27/2017 9:00,Selleck Quad,600 N 15th St (UNL RESIDENCE HALL),$75.00,$0.00,A student made a belated report of items taken from their wallet. The student reported theft of money and a gift card after their missing wallet was returned. Case inactive.
17003179,VANDALISM - OTHER,8/28/2017 7:23,Closed - Inactive,8/21/2017 8:00,8/26/2017 8:08,Andersen Hall,200 Centennial Mall N (SIDEWALK),$0.00,$400.00,A tree was damaged by unknown means.
17003180,MEDICAL EMERGENCY,8/28/2017 9:04,Closed - Non-Criminal Case,8/28/2017 9:04,,N/A,STADIUM DR & U ST (STREET),$0.00,$0.00,Non-affiliate who was riding a bicycle was transported to Bryan West after striking non-moving construction equipment.
17003173,VANDALISM - OTHER,8/28/2017 16:29,Closed - Inactive,8/27/2017 16:00,,The Courtyards,733 N 17th St (SIDEWALK),$0.00,$0.00,Student reported vandalism to a retaining wall.
17003186,NARCOTICS - POSSESSION,8/28/2017 22:55,Closed - Cleared by Arrest-Adult,8/28/2017 22:55,,HSS North Lot,1220 N 14th St (GOV'T PARKING LOT (UNL)),$0.00,$0.00,A report of narcotics activity in a university parking. Officers contacted one non-affiliate individual and one University of Nebraska student who were smoking marijuana inside a vehicle. The two were cited/released for Possession of Marijuana < 1oz and Possession of Drug Paraphernalia.
17003189,ALCOHOL - USING FALSE I.D.,8/29/2017 0:35,Closed - Cleared by Arrest-Adult,8/29/2017 0:35,,CBA,"730 N 14th St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,UPD was dispatched to the College of Business on a found wallet. The owner of the wallet was located and subsequently cited/released for Acts Declared Unlawful.
17003188,SEX OFFENSE - INDECENT EXPOSURE,8/29/2017 0:55,Closed - Cleared by Arrest-Adult,8/29/2017 0:55,,HSS North Lot,1220 N 14th St (GOV'T PARKING LOT (UNL)),$0.00,$0.00,Two students cited/released for indecent exposure.
17003197,LARCENY - STOLEN BIKE,8/29/2017 11:41,Closed - Inactive,8/25/2017 12:33,,Beta Theta Pi,1515 R St (OFF CAMPUS/GREEK HOUSING),$500.00,$0.00,Bicycle stolen from inside the house.
17003198,FRAUD - CREDIT CARDS/ATM/BANK CARD,8/29/2017 13:51,Open,,,N/A,(INTERNET/CYBERSPACE),$175.00,$0.00,Student reported someone used their debit card.
17003200,LARCENY - OTHER OR FROM OPEN AREA,8/29/2017 15:03,Closed - Inactive,8/28/2017 14:30,8/29/2017 12:00,Nebraska Union,1400 R St (SIDEWALK),$30.00,$0.00,Student reported bike seat stolen.
17003205,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",8/29/2017 18:14,Closed - Non-Criminal Case,8/29/2017 18:14,,N/A,1120 Avery Ave (GOV'T PARKING LOT (UNL)),$0.00,$200.00,A University worker reported causing unintentional property damage to a motor vehicle while walking by it.
17003207,ACCIDENTS - P.D. H&R NOT REPORTABLE,8/29/2017 18:46,Closed - Inactive,8/25/2017 17:00,8/26/2017 15:10,N/A,(GOV'T PARKING GARAGE (UNL)),$0.00,$200.00,Student reported hit and run accident.
17003209,LARCENY - STOLEN BIKE,8/29/2017 21:17,Closed - Cleared by Arrest-Adult,8/28/2017 18:00,8/29/2017 18:30,Phi Kappa Theta,303 N 17th St (OFF CAMPUS/GREEK HOUSING),$600.00,$0.00,A University of Nebraska student reported a theft of his bicycle from their residence. Investigation continues.
17003217,MEDICAL EMERGENCY,8/30/2017 9:38,Closed - Non-Criminal Case,8/30/2017 9:38,,Abel Hall,880 N 17th St (UNL RESIDENCE HALL),$0.00,$0.00,A university student fainted while taking a shower.  No injuries; the student was transported to an area hospital for further evaluation.
17003218,TELEPHONE - THREATENING CALLS,8/30/2017 9:53,Closed - Inactive,8/29/2017 20:23,8/29/2017 20:58,Canfield Administration Building South,"501 N 14th St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Voice mails of a threatening nature were left on a University voice mail system.
17003220,LARCENY - STOLEN BIKE,8/30/2017 11:44,Closed - Inactive,8/29/2017 23:00,8/30/2017 10:00,The 50-50,1801 R St (UNL APARTMENT),$220.00,$0.00,Bike was stolen from the northwest bike racks located at the 50/50 building.
17003225,DISTURBANCE - OTHER,8/30/2017 16:48,Closed - Inactive,,,Sandoz Hall,820 N 17th St (UNL RESIDENCE HALL),$0.00,$0.00,A parent reported ongoing issues between two University students. The officer spoke both individuals and they were advised to cease their behavior.
17003226,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",8/30/2017 17:07,Closed - Non-Criminal Case,8/30/2017 16:06,,17th & R Parking Garage,300 N 17th St (GOV'T PARKING GARAGE (UNL)),$0.00,$300.00,Staff member reported property damage to their vehicle.
17003229,DISTURBANCE - OTHER,8/30/2017 18:34,Closed - Inactive,8/30/2017 0:00,,UNL Police,"300 N 17th St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Student reported a disturbance.
17003233,NARCOTICS - POSSESSION,8/30/2017 22:09,Closed - Cleared by Arrest-Adult,8/30/2017 22:09,,N/A,VINE ST & N 31ST ST (STREET),$0.00,$0.00,"University student was cited released from a traffic stop for Possession of Marijuana < 1 oz., Possession of Drug Paraphernalia, and no head/tail lights at night."
17003237,NARCOTICS - POSSESSION,8/30/2017 23:41,Closed - Cleared by Arrest-Adult,8/30/2017 23:41,,University Suites,1780 R St (UNL RESIDENCE HALL),$0.00,$0.00,University student cited released for Possession of Marijuana < 1 oz. and Possession of Paraphernalia after a narcotics complaint at their dorm room.
17003240,SS - CHECK WELFARE OF PERSON,8/31/2017 10:25,Closed - Non-Criminal Case,8/31/2017 10:25,,Smith Hall,1120 N 14th St (UNL RESIDENCE HALL),$0.00,$0.00,University Housing requested a check welfare on a student. The student was found in good health and there were no immediate concerns present.
17003243,DISTURBANCE - OTHER,8/31/2017 13:59,Closed - Inactive,8/31/2017 9:30,8/31/2017 10:45,Hardin Hall,1600 N 33rd St (UNL ACADEMIC BUILDING),$0.00,$0.00,A faculty member reported concerns about a student in her class. Officer spoke with all individuals involved and no further action was taken.
17003244,ACCIDENTS - P.D. REPORTABLE,8/31/2017 14:34,Closed - Non-Criminal Case,8/31/2017 14:34,,Veterinary Diagnostic Center,1900 N 42nd St (GOV'T PARKING LOT (UNL)),$0.00,"$1,400.00",A University employee reported backing into a gate post with a University vehicle.
17003248,OUTSIDE CRIME - REPORTS OUTSIDE JURISDICTION,8/31/2017 16:39,Closed - Non-Criminal Case,,,University Health Center,1500 U St (UNKNOWN),$0.00,$0.00,Officers received the report of a sexual assault occurring outside of Lancaster County.
17003249,LARCENY - FROM MOTOR VEHICLE,8/31/2017 17:01,Closed - Inactive,8/24/2017 17:45,8/24/2017 20:00,Morrill Hall,1335 U St (STREET),$11.00,$0.00,The parent of a University student reported that the student had his motorcycle license plate stolen while parked on campus.
17003254,ALCOHOL - MINOR IN POSSESSION,9/1/2017 0:44,Closed - Cleared by Arrest-Adult,9/1/2017 0:44,,N/A,N 16TH ST & U ST (SIDEWALK),$0.00,$0.00,"Five University students contacted for intoxication. All parties cited for MIP-C, two were transported to The Bridge. One student was lodged at the Lancaster County Jail for fail to comply. (BAC's .137, .037, .186, .201, .214)."
17003255,ALCOHOL - MINOR IN POSSESSION,9/1/2017 1:23,Closed - Cleared by Arrest-Adult,9/1/2017 1:23,,N/A,N 17TH ST & R ST (SIDEWALK),$0.00,$0.00,A University student was contacted by officers after it was reported that an intoxicated male was in the lobby of the Abel Hall.
17003259,ACCIDENTS - P.D. H&R NOT REPORTABLE,9/1/2017 10:49,Closed - Inactive,9/1/2017 10:15,,Schorr Center,1100 T St (GOV'T PARKING LOT (UNL)),$0.00,$700.00,Hit and run to two vehicles in the parking lot.
17003263,SUSPICIOUS ITEM OR PACKAGE (NON-EXPLOSIVE),9/1/2017 12:06,Closed - Non-Criminal Case,9/1/2017 12:01,,Memorial Stadium,"1100 T St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Officers responded to the report of a suspicious package at Memorial Stadium.
17003268,FRAUD - CON GAMES/DECEPTION/FALSE    PRETENSE/OTHER,9/1/2017 14:46,Closed - Inactive,9/1/2017 10:30,9/1/2017 14:00,C.P.N. Food Services N 17th Street,"527 N 17th St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,A University staff member reported receiving a fake $10 bill by an unknown person to Dining Services. The case is under investigation.
17003272,ACCIDENTS - P.D. H&R NOT REPORTABLE,9/1/2017 17:28,Closed - Inactive,9/1/2017 9:15,9/1/2017 17:15,17th & R Parking Garage,300 N 17th St (GOV'T PARKING GARAGE (UNL)),$0.00,"$1,000.00",A University student reported having their vehicle hit. Suspect is unknown and the case is currently under investigation.
17003274,WEAPONS - ILLEGAL WEAPON,9/1/2017 23:09,Closed - Cleared by Arrest-Adult,9/1/2017 23:09,,N/A,N ANTELOPE VALLEY PKWY & MILITARY RD (STREET),$0.00,$0.00,"Non-affiliate contacted on a traffic and cited/lodged for Possession of Firearm by Prohibited Person. Cited/released for Possession of Marijuana < 1oz., Resist Arrest, Fail to Comply, DUS and straddling lane lines."
17003278,ALCOHOL - DWI,9/2/2017 1:00,Closed - Cleared by Arrest-Adult,9/2/2017 1:00,,N/A,N 17TH ST & VINE ST (STREET),$0.00,$0.00,"University student contacted on a traffic stop and found to be intoxicated. Student was cited/released to The Bridge for DUI, MIP-C, and disobey traffic control device. (.130 BAC)"
17003276,ALCOHOL - MINOR IN POSSESSION,9/2/2017 1:01,Closed - Cleared by Arrest-Adult,9/2/2017 1:01,,N/A,1116 N 16th Street (SIDEWALK),$0.00,$0.00,University student contacted for intoxication and found to be in possession of a false ID. Student transported to The Bridge and cited released for MIP-C and Possession of false ID. (.268 BAC)
17003277,ALCOHOL - MINOR IN POSSESSION,9/2/2017 1:25,Closed - Cleared by Arrest-Adult,9/2/2017 1:25,,Coliseum,1350 Vine St (SIDEWALK),$0.00,$0.00,Non-affiliate was contacted for intoxication and cited for MIP-C then transported to The Bridge. (.249 BAC)
17003281,ALCOHOL - MINOR IN POSSESSION,9/2/2017 1:54,Closed - Cleared by Arrest-Adult,9/2/2017 1:54,,Abel Hall,880 N 17th St (GOV'T PARKING LOT (UNL)),$0.00,$0.00,University student contacted for intoxication and transported to the Bridge. Student was cited/released for MIP-C. (.220 BAC)
17003283,NARCOTICS - POSSESSION,9/2/2017 4:03,Closed - Cleared by Arrest-Adult,9/2/2017 4:03,,515 N 19th Parking Lot Vine to,515 N 19th St (GOV'T PARKING LOT (UNL)),$0.00,$0.00,"4 University students were contacted for possible narcotics activity. All 4 were cited/released for Possession of Marijuana < 1oz, Possession of Paraphernalia. One of the students was also cited for False ID."
17003285,LOST OR STOLEN ITEM,9/2/2017 10:12,Closed - Inactive,9/1/2017 10:10,9/1/2017 10:45,Morrill Hall,1335 U St (UNL ACADEMIC BUILDING),$40.00,$0.00,Wallet and contents reported missing from the lecture hall.
17003293,ALCOHOL - MINOR IN POSSESSION,9/2/2017 18:05,Closed - Cleared by Arrest-Adult,9/2/2017 18:05,,Memorial Stadium,"1100 T St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,A intoxicated student was contacted at the football game by UPD. The student was cited/released for MIP-C and turned over to processing for further care. BrAC .192
17003297,ALCOHOL - MINOR IN POSSESSION,9/2/2017 18:05,Closed - Cleared by Arrest-Adult,9/2/2017 18:05,,Memorial Stadium,"1100 T St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,An intoxicated student was contacted at the football game by UPD. The student was cited/released for MIP-C and turned over to processing for further care. BrAC .176
17003294,ALCOHOL - MINOR IN POSSESSION,9/2/2017 18:06,Closed - Cleared by Arrest-Adult,9/2/2017 18:06,,Memorial Stadium,"1100 T St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Not affiliate cited for MIP-C at football game.
17003298,ALCOHOL - MINOR IN POSSESSION,9/2/2017 18:32,Closed - Cleared by Arrest-Adult,9/2/2017 18:32,,Memorial Stadium,1100 T St (SPORT FACILITIES),$0.00,$0.00,Student cited/detox for MIP (BAC of .177.).
17003299,ALCOHOL - MINOR IN POSSESSION,9/2/2017 18:38,Closed - Cleared by Arrest-Adult,9/2/2017 18:38,,Memorial Stadium,1100 T St (SPORT FACILITIES),$0.00,$0.00,Student cited/detox for MIP (BAC of .278).
17003300,LARCENY - OTHER OR FROM OPEN AREA,9/2/2017 18:48,Closed - Inactive,9/2/2017 18:00,9/2/2017 18:47,Memorial Stadium,1100 T St (SIDEWALK),$830.00,$0.00,UPD received the report of a lost/stolen wallet and cell phone occurring in the area of Memorial Stadium.
17003301,MEDICAL EMERGENCY,9/2/2017 18:51,Closed - Non-Criminal Case,9/2/2017 18:51,,Abel Hall,880 N 17th St (UNL RESIDENCE HALL),$0.00,$0.00,UPD and LFR were dispatched on a medical emergency involving a university student possibly suffering from blood alcohol poisoning.  The student was transported to an area hospital for further treatment.
